Vardas             Pavarde          ND1  ND2  ND3  ND4  ND5  Egz. 
Vardas4353         Pavarde4353      8    0    10   5    7    6    
Vardas4354         Pavarde4354      6    5    9    8    5    4    
Vardas4355         Pavarde4355      0    3    4    2    1    5    
Vardas4356         Pavarde4356      9    1    4    8    7    8    
Vardas4357         Pavarde4357      10   8    2    9    9    2    
Vardas4358         Pavarde4358      1    8    3    2    3    1    
Vardas4359         Pavarde4359      7    10   3    2    9    9    
Vardas4360         Pavarde4360      9    10   4    4    5    1    
Vardas4361         Pavarde4361      10   1    5    2    8    1    
Vardas4362         Pavarde4362      3    8    1    2    8    6    
Vardas4363         Pavarde4363      4    8    0    7    7    10   
Vardas4364         Pavarde4364      3    3    2    10   8    0    
Vardas4365         Pavarde4365      5    7    0    8    8    0    
Vardas4366         Pavarde4366      9    1    0    0    2    6    
Vardas4367         Pavarde4367      10   1    10   8    5    1    
Vardas4368         Pavarde4368      7    5    2    7    4    3    
Vardas4369         Pavarde4369      4    6    3    9    10   4    
Vardas4370         Pavarde4370      9    1    10   6    1    5    
Vardas4371         Pavarde4371      0    5    4    0    2    10   
Vardas4372         Pavarde4372      7    9    8    4    0    7    
Vardas4373         Pavarde4373      10   7    6    3    5    8    
Vardas4374         Pavarde4374      4    4    1    3    9    8    
Vardas4375         Pavarde4375      4    8    1    4    9    2    
Vardas4376         Pavarde4376      3    0    0    1    6    9    
Vardas4377         Pavarde4377      6    3    4    5    9    8    
Vardas4378         Pavarde4378      1    8    9    4    3    3    
Vardas4379         Pavarde4379      7    0    2    10   4    6    
Vardas4380         Pavarde4380      9    3    3    1    10   10   
Vardas4381         Pavarde4381      2    1    2    9    5    4    
Vardas4382         Pavarde4382      9    3    6    0    4    8    
Vardas4383         Pavarde4383      9    0    4    4    0    5    
Vardas4384         Pavarde4384      10   9    10   5    3    4    
Vardas4385         Pavarde4385      0    9    1    3    3    2    
Vardas4386         Pavarde4386      3    3    8    3    3    5    
Vardas4387         Pavarde4387      0    8    3    8    4    7    
Vardas4388         Pavarde4388      7    9    4    2    7    8    
Vardas4389         Pavarde4389      9    10   9    9    4    2    
Vardas4390         Pavarde4390      4    4    3    9    1    9    
Vardas4391         Pavarde4391      0    1    8    2    4    4    
Vardas4392         Pavarde4392      7    10   6    1    7    10   
Vardas4393         Pavarde4393      6    2    7    5    0    5    
Vardas4394         Pavarde4394      7    7    9    0    5    5    
Vardas4395         Pavarde4395      3    5    4    1    10   1    
Vardas4396         Pavarde4396      0    1    0    9    0    10   
Vardas4397         Pavarde4397      9    5    3    7    6    1    
Vardas4398         Pavarde4398      6    8    2    6    9    10   
Vardas4399         Pavarde4399      2    7    5    2    7    7    
Vardas4400         Pavarde4400      6    3    9    4    2    9    
Vardas4401         Pavarde4401      4    6    8    0    7    8    
Vardas4402         Pavarde4402      0    8    10   5    6    4    
Vardas4403         Pavarde4403      8    6    10   5    5    1    
Vardas4404         Pavarde4404      2    5    6    3    3    0    
Vardas4405         Pavarde4405      7    7    0    2    1    6    
Vardas4406         Pavarde4406      4    7    0    9    2    7    
Vardas4407         Pavarde4407      5    0    10   8    2    8    
Vardas4408         Pavarde4408      2    0    7    4    0    1    
Vardas4409         Pavarde4409      8    6    5    9    5    7    
Vardas4410         Pavarde4410      9    5    3    1    2    4    
Vardas4411         Pavarde4411      3    5    3    3    4    1    
Vardas4412         Pavarde4412      2    4    0    0    10   0    
Vardas4413         Pavarde4413      4    4    9    2    0    7    
Vardas4414         Pavarde4414      4    2    0    5    0    3    
Vardas4415         Pavarde4415      3    0    4    0    1    8    
Vardas4416         Pavarde4416      4    3    2    5    10   4    
Vardas4417         Pavarde4417      9    4    4    1    8    3    
Vardas4418         Pavarde4418      8    1    0    8    5    3    
Vardas4419         Pavarde4419      2    5    3    7    5    1    
Vardas4420         Pavarde4420      2    0    6    0    4    8    
Vardas4421         Pavarde4421      2    0    2    0    1    5    
Vardas4422         Pavarde4422      0    7    6    9    2    8    
Vardas4423         Pavarde4423      10   3    2    10   0    1    
Vardas4424         Pavarde4424      5    8    9    2    10   7    
Vardas4425         Pavarde4425      3    0    7    0    8    5    
Vardas4426         Pavarde4426      7    9    1    9    6    8    
Vardas4427         Pavarde4427      10   1    0    5    2    6    
Vardas4428         Pavarde4428      2    10   0    9    2    8    
Vardas4429         Pavarde4429      5    3    1    7    3    9    
Vardas4430         Pavarde4430      2    8    4    6    4    4    
Vardas4431         Pavarde4431      0    7    7    3    1    8    
Vardas4432         Pavarde4432      3    0    6    3    1    9    
Vardas4433         Pavarde4433      9    1    7    5    1    7    
Vardas4434         Pavarde4434      0    0    6    8    1    1    
Vardas4435         Pavarde4435      1    1    5    10   0    6    
Vardas4436         Pavarde4436      4    7    9    7    10   7    
Vardas4437         Pavarde4437      5    1    9    9    9    10   
Vardas4438         Pavarde4438      1    2    10   9    6    3    
Vardas4439         Pavarde4439      9    5    10   7    2    2    
Vardas4440         Pavarde4440      5    0    7    3    0    3    
Vardas4441         Pavarde4441      9    6    1    5    4    4    
Vardas4442         Pavarde4442      4    6    4    5    7    6    
Vardas4443         Pavarde4443      0    1    8    1    5    3    
Vardas4444         Pavarde4444      6    1    3    4    10   0    
Vardas4445         Pavarde4445      3    3    0    10   4    0    
Vardas4446         Pavarde4446      10   7    3    7    8    0    
Vardas4447         Pavarde4447      9    9    9    5    1    3    
Vardas4448         Pavarde4448      5    7    7    0    3    6    
Vardas4449         Pavarde4449      10   9    1    8    8    3    
Vardas4450         Pavarde4450      7    7    10   3    3    6    
Vardas4451         Pavarde4451      5    1    8    7    9    3    
Vardas4452         Pavarde4452      3    0    6    10   9    7    
Vardas4453         Pavarde4453      10   4    1    2    8    9    
Vardas4454         Pavarde4454      10   0    3    6    1    4    
Vardas4455         Pavarde4455      4    5    3    4    9    9    
Vardas4456         Pavarde4456      8    1    6    3    10   9    
Vardas4457         Pavarde4457      9    1    9    2    8    10   
Vardas4458         Pavarde4458      6    2    10   4    10   4    
Vardas4459         Pavarde4459      0    9    1    1    10   1    
Vardas4460         Pavarde4460      7    5    4    0    0    9    
Vardas4461         Pavarde4461      2    1    2    0    6    3    
Vardas4462         Pavarde4462      7    7    9    7    2    8    
Vardas4463         Pavarde4463      5    1    10   0    2    5    
Vardas4464         Pavarde4464      0    0    3    5    6    0    
Vardas4465         Pavarde4465      6    4    9    9    10   4    
Vardas4466         Pavarde4466      7    1    7    3    6    1    
Vardas4467         Pavarde4467      1    3    8    2    10   5    
Vardas4468         Pavarde4468      1    1    10   10   7    0    
Vardas4469         Pavarde4469      9    2    2    10   2    4    
Vardas4470         Pavarde4470      5    10   8    4    6    9    
Vardas4471         Pavarde4471      1    8    9    8    1    9    
Vardas4472         Pavarde4472      1    6    1    2    7    7    
Vardas4473         Pavarde4473      7    7    1    4    1    8    
Vardas4474         Pavarde4474      10   9    10   0    2    8    
Vardas4475         Pavarde4475      8    10   7    8    1    2    
Vardas4476         Pavarde4476      3    10   0    10   5    7    
Vardas4477         Pavarde4477      3    8    0    0    9    2    
Vardas4478         Pavarde4478      9    9    1    9    9    7    
Vardas4479         Pavarde4479      2    2    0    9    5    9    
Vardas4480         Pavarde4480      0    9    3    0    9    3    
Vardas4481         Pavarde4481      0    0    0    0    7    3    
Vardas4482         Pavarde4482      8    8    1    9    2    2    
Vardas4483         Pavarde4483      7    7    3    6    8    1    
Vardas4484         Pavarde4484      7    5    2    8    7    6    
Vardas4485         Pavarde4485      5    0    9    5    6    4    
Vardas4486         Pavarde4486      4    3    2    2    10   4    
Vardas4487         Pavarde4487      0    7    2    9    1    4    
Vardas4488         Pavarde4488      4    4    5    8    6    4    
Vardas4489         Pavarde4489      6    5    6    9    1    4    
Vardas4490         Pavarde4490      4    10   10   10   1    10   
Vardas4491         Pavarde4491      4    10   4    4    10   10   
Vardas4492         Pavarde4492      4    7    2    8    3    4    
Vardas4493         Pavarde4493      2    3    7    0    7    0    
Vardas4494         Pavarde4494      2    7    0    3    4    10   
Vardas4495         Pavarde4495      9    9    4    2    8    10   
Vardas4496         Pavarde4496      7    9    0    7    5    6    
Vardas4497         Pavarde4497      7    8    1    7    0    5    
Vardas4498         Pavarde4498      0    0    8    10   3    1    
Vardas4499         Pavarde4499      10   0    3    8    0    5    
Vardas4500         Pavarde4500      5    5    4    10   8    2    
Vardas4501         Pavarde4501      10   6    3    4    3    6    
Vardas4502         Pavarde4502      4    4    8    3    8    8    
Vardas4503         Pavarde4503      6    8    4    0    9    5    
Vardas4504         Pavarde4504      8    9    5    2    10   9    
Vardas4505         Pavarde4505      10   9    0    4    8    8    
Vardas4506         Pavarde4506      0    5    2    6    1    1    
Vardas4507         Pavarde4507      7    10   3    9    9    2    
Vardas4508         Pavarde4508      5    5    8    9    9    4    
Vardas4509         Pavarde4509      6    7    8    9    5    5    
Vardas4510         Pavarde4510      4    9    7    3    0    9    
Vardas4511         Pavarde4511      7    6    7    7    5    5    
Vardas4512         Pavarde4512      6    5    5    9    1    7    
Vardas4513         Pavarde4513      9    1    5    9    1    8    
Vardas4514         Pavarde4514      7    1    10   7    4    0    
Vardas4515         Pavarde4515      9    7    2    5    4    9    
Vardas4516         Pavarde4516      10   5    0    4    10   2    
